Quý,Doanh thu bán hàng và cung cấp dịch vụ,2. Các khoản giảm trừ doanh thu,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),4. Giá vốn hàng bán,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),6. Doanh thu hoạt động tài chính,7. Chi phí tài chính, Trong đó: Chi phí lãi vay,"8. Phần lãi lỗ trong công ty liên doanh, liên kết",9. Chi phí bán hàng,10. Chi phí quản lý doanh nghiệp,11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},12. Thu nhập khác,13. Chi phí khác,14. Lợi nhuận khác(40=31-32),15. Tổng lợi nhuận kế toán trước thuế(50=30+40),16. Chi phí thuế TNDN hiện hành,17. Chi phí thuế TNDN hoãn lại,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),19. Lợi nhuận sau thuế công ty mẹ,20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,21. Lãi cơ bản trên cổ phiếu(),22. Lãi suy giảm trên cổ phiếu ()
'3/2010,"3,981,282,600,132","65,394,603,159","3,915,887,996,973","3,280,198,946,810","635,689,050,163","48,280,107,721","125,352,252,429","125,352,252,429",,"49,338,502,238","77,103,276,179","359,321,657,086","24,863,281,557","25,515,744,489","-652,462,932","360,677,717,920","32,415,286,826","-448,636,494","328,711,067,588","324,172,452,499",,"1,101",
'4/2010,"4,559,899,042,991","72,647,585,704","4,487,251,457,287","3,674,790,083,921","812,461,373,366","70,040,504,905","142,903,045,220","142,903,045,220",,"54,193,629,249","86,671,198,236","471,652,600,530","21,736,235,614","23,699,245,761","-1,963,010,147","471,839,030,578","70,807,563,488","-13,744,025,707","414,775,492,797","403,797,469,619",,"1,340",
'1/2011,"4,798,559,620,690","51,053,103,149","4,747,506,517,541","3,758,058,131,642","989,448,385,899","114,978,440,446","159,227,531,186","159,227,531,186",,"44,297,324,434","84,798,180,392","658,324,301,275","18,497,347,197","21,676,943,254","-3,179,596,057","633,105,817,134","80,930,810,787","-989,705,512","553,164,711,859","526,349,145,749",,"1,656",
'2/2011,"4,570,212,308,056","60,790,421,840","4,509,421,886,216","3,704,225,560,445","805,196,325,771","107,649,808,343","205,545,294,151","205,545,294,151",,"71,318,502,594","90,988,825,341","525,086,307,533","34,301,925,545","35,782,503,453","-1,480,577,908","525,665,114,945","45,833,519,975","5,520,108,747","474,311,486,223","455,741,543,196",,"1,434",
'3/2011,"4,237,566,152,863","91,618,128,255","4,145,948,024,608","3,580,211,636,542","565,736,388,066","52,702,346,106","222,454,570,924","222,454,570,924",,"52,184,762,254","90,174,171,910","157,001,483,079","31,100,245,128","34,864,230,093","-3,763,984,965","153,233,627,809","42,122,157,407","287,746,322","110,823,724,079","101,945,324,271",,321,
'4/2011,"4,511,616,497,333","79,303,587,618","4,432,312,909,715","3,861,717,194,563","570,595,715,151","78,880,623,716","327,971,851,440","327,971,851,440",,"47,303,863,793","139,106,652,265","178,902,214,215","33,911,293,833","37,088,834,436","-3,177,540,603","175,734,219,409","40,423,150,561","-7,767,482,532","143,078,551,379","136,934,343,583",,431,
'1/2012,"4,143,971,320,233","58,249,940,780","4,085,721,379,453","3,539,010,490,529","546,710,888,924","21,986,793,467","175,876,088,450","175,876,088,450",,"38,131,045,567","88,406,389,781","251,752,826,789","35,721,815,966","43,128,509,640","-7,406,693,674","244,353,010,392","44,403,993,294","-99,579,258","200,048,596,355","195,294,231,012",,559,
'2/2012,"4,617,519,727,989","69,248,013,291","4,548,271,714,698","3,866,820,776,039","681,450,938,659","25,404,730,487","139,399,697,507","139,399,697,507",,"47,945,821,342","94,040,232,412","393,235,519,217","49,636,976,452","51,748,314,009","-2,111,337,557","390,793,293,641","67,126,535,568","-16,446,733,695","340,113,491,768","332,419,543,552",,952,
'3/2012,"4,098,756,485,162","76,765,554,066","4,021,990,931,096","3,481,553,372,670","540,437,558,426","94,967,755,136","108,598,217,365","108,598,217,365",,"54,216,050,485","97,144,159,718","359,198,457,324","28,875,148,074","35,358,852,053","-6,483,703,979","352,714,753,345","39,146,684,240","4,049,254,889","309,518,814,216","288,763,776,376",,827,
'4/2012,"4,304,015,897,301","68,492,659,539","4,235,523,237,762","3,529,131,143,180","706,392,094,582","26,193,225,865","88,540,173,476","88,540,173,476",,"133,747,056,899","311,259,776,183","185,436,474,161","75,317,642,605","43,112,215,584","32,205,427,021","217,424,613,762","22,102,042,702","17,176,378,048","178,146,193,013","175,143,270,753",,418,
'1/2013,"3,995,878,475,404","61,609,123,805","3,934,269,351,599","3,242,647,918,547","691,621,433,053","136,397,357,948","81,392,133,173","81,392,133,173",,"66,072,108,188","90,759,455,427","573,296,813,064","31,822,903,147","32,901,148,600","-1,078,245,453","572,218,567,611","93,264,621,288","-1,558,931,845","480,512,878,168","456,932,057,553",,"1,090",
'2/2013,"4,414,507,981,257","69,613,347,397","4,344,894,633,860","3,483,455,431,377","861,439,202,483","24,160,221,199","77,652,792,362","77,652,792,362",,"53,839,523,594","101,208,708,416","602,182,679,257","37,953,187,631","40,772,996,394","-2,819,808,763","599,329,395,100","66,096,307,386","1,084,929,181","532,148,158,533","511,596,577,160",,"1,221",
'3/2013,"4,252,700,694,358","57,853,252,797","4,194,847,441,561","3,537,874,093,931","656,973,347,630","34,765,825,019","79,447,906,827","79,447,906,827",,"52,429,752,559","-67,150,433,524","601,099,756,440","37,737,731,716","40,859,034,065","-3,121,302,349","597,978,454,091","94,929,707,001","-4,726,832,863","507,775,579,953","496,087,839,269",,"1,184",
'4/2013,"6,537,147,027,063","76,866,303,552","6,460,280,723,511","5,368,957,266,980","1,091,323,456,531","37,681,306,727","124,373,034,373","124,373,034,373",,"106,974,589,304","289,765,287,115","585,214,208,393","91,590,425,004","51,704,132,344","39,886,292,660","624,906,992,751","136,124,021,133","-1,245,029,610","490,028,001,228","489,600,279,004",,"1,168",
'1/2014,"6,576,317,290,406","60,818,402,801","6,515,498,887,605","5,125,829,052,127","1,389,669,835,478","37,121,692,926","120,827,103,540","120,827,103,540",,"80,734,096,123","139,981,287,219","1,067,879,902,482","59,291,526,493","56,328,330,778","2,963,195,715","1,070,843,098,197","160,243,799,955","388,152,535","910,211,145,707","870,356,210,406",,"2,077",
'2/2014,"6,762,401,095,281","81,133,148,707","6,681,267,946,574","5,248,527,466,257","1,432,740,480,317","32,838,843,561","81,355,980,496","81,355,980,496",,"73,657,732,056","142,131,357,869","1,081,376,547,817","75,648,671,722","70,305,956,423","5,342,715,299","1,086,586,698,582","129,425,470,172","-6,899,639,649","964,060,868,059","943,393,760,285",,"1,958",
'3/2014,"5,827,400,858,291","80,541,408,200","5,746,859,450,091","4,417,028,911,586","1,329,830,538,505","55,706,637,439","78,862,638,435","78,862,638,435",,"100,549,869,813","116,269,505,784","1,068,611,808,761","71,920,398,457","115,853,924,839","-43,933,526,382","1,024,678,282,379","149,896,506,244","-5,590,182,388","880,371,958,523","856,870,187,480",,"1,778",
'4/2014,"6,685,697,214,147","103,974,675,704","6,581,722,538,443","5,547,367,655,979","1,034,354,882,464","34,582,767,782","69,410,365,686","69,410,365,686",,"111,146,187,899","208,832,098,435","591,763,668,440","68,739,727,739","73,573,824,716","-4,834,096,977","587,006,103,005","77,568,161,548","13,860,599,507","495,577,341,950","473,638,035,982",,983,
'1/2015,,,,,,,,,,,,,,,,,,,,,,,
'2/2015,"7,740,367,029,589","92,600,588,468","7,647,766,441,121","5,948,385,542,327","1,699,380,898,794","52,535,448,423","122,727,866,810","51,860,489,071","-50,811,660","95,907,265,482","101,445,045,123","1,431,785,358,142","74,111,149,380","98,132,072,932","-24,020,923,552","1,407,713,622,930","165,919,225,295","-9,781,235,629","1,251,626,444,924","1,239,117,112,412","12,509,332,512","1,691",
'3/2015,,,,,,,,,,,,,,,,,,,,,,,
'4/2015,,,,,,,,,,,,,,,,,,,,,,,
'1/2016,"7,256,918,801,961","114,532,085,689","7,142,386,716,272","5,711,521,467,700","1,430,865,248,572","57,973,743,791","94,054,449,344","81,042,378,600",,"93,096,821,176","93,843,014,855","1,207,844,706,988","98,597,154,863","95,069,248,565","3,527,906,298","1,211,372,613,286","196,263,506,010","-5,023,310,887","1,020,132,418,162","1,022,062,465,157","-1,930,046,995","1,392",
'2/2016,"8,143,555,115,415","95,305,363,914","8,048,249,751,501","5,476,743,115,419","2,571,506,636,082","55,060,884,030","94,786,321,348","67,328,374,503","-30,601,334","103,942,106,678","65,181,199,640","2,362,627,291,112","129,827,433,103","110,682,221,320","19,145,211,783","2,381,772,502,895","400,279,346,367","-48,570,094,199","2,030,063,250,726","2,025,776,878,336","4,286,372,390",,
'3/2016,"8,308,847,472,057","166,768,207,769","8,142,079,264,288","6,025,171,679,703","2,116,907,584,585","43,254,064,332","83,193,085,169","69,055,625,455",,"136,065,779,075","83,426,449,397","1,857,476,335,276","103,552,088,230","105,312,134,802","-1,760,046,571","1,855,716,288,705","248,620,650,352","887,830,092","1,606,207,808,260","1,604,805,364,634","1,402,443,626",,
'4/2016,"10,175,570,619,002","225,070,696,076","9,950,499,922,926","7,311,373,166,577","2,639,126,756,349","45,692,898,464","100,756,323,038","62,619,491,648","-504,346,848","156,849,308,868","170,078,092,368","2,256,631,583,690","107,289,888,825","110,980,974,825","-3,691,086,000","2,252,940,497,690","293,290,112,623","9,836,146,904","1,949,814,238,164","1,949,186,323,380","627,914,784",,
'1/2017,"10,430,779,332,209","166,025,072,138","10,264,754,260,071","7,801,893,140,729","2,462,861,119,342","73,850,799,321","111,741,780,455","83,754,910,316","-10,672,981","138,993,838,833","72,904,963,345","2,213,060,663,049","113,093,985,894","83,245,861,177","29,848,124,717","2,242,908,787,766","316,049,361,025","-8,116,626,352","1,934,976,053,093","1,933,895,457,230","1,080,595,863",,
'2/2017,"10,765,212,340,195","153,129,770,623","10,612,082,569,572","8,423,125,039,098","2,188,957,530,474","32,303,389,202","146,558,312,400","130,009,931,346","-139,181,342","217,819,103,678","59,466,485,385","1,797,277,836,871","108,631,628,301","98,053,808,186","10,577,820,115","1,807,855,656,986","278,349,795,796","-8,999,089,887","1,538,504,951,077","1,537,805,531,989","699,419,088",,
'3/2017,"12,730,447,838,201","190,455,536,773","12,539,992,301,428","9,708,779,941,597","2,831,212,359,831","34,225,526,861","151,087,552,873","130,923,942,442","-9,757,280","137,312,496,444","99,811,859,862","2,477,216,220,233","110,575,071,534","99,880,281,027","10,694,790,507","2,487,911,010,740","364,816,743,048","-17,300,261,748","2,140,394,529,440","2,138,959,766,500","1,434,762,940",,
'4/2017,"12,928,386,211,861","183,523,728,628","12,744,862,483,233","9,554,317,022,669","3,190,545,460,564","45,835,749,316","146,368,938,018","135,018,785,751",,"175,146,788,441","176,854,847,790","2,738,010,635,631","126,806,446,661","115,122,795,088","11,683,651,573","2,749,694,287,204","358,412,885,166","-9,279,650,400","2,400,561,052,438","2,395,691,358,128","4,869,694,310",,
'1/2018,"13,161,793,754,293","160,830,333,055","13,000,963,421,238","10,035,454,240,162","2,965,509,181,076","63,318,173,965","171,748,751,094","118,019,669,890",,"143,871,695,353","114,493,721,383","2,598,713,187,211","151,761,821,218","142,035,802,432","9,726,018,786","2,608,439,205,997","400,652,405,032","-14,968,797,102","2,222,755,598,067","2,211,253,974,571","11,501,623,496",,
'2/2018,"14,432,746,600,541","171,808,499,990","14,260,938,100,551","11,379,662,995,694","2,881,275,104,857","79,415,973,001","159,250,258,201","135,220,094,841",,"154,665,928,668","66,201,080,303","2,580,573,810,686","114,214,391,806","117,570,201,393","-3,355,809,587","2,577,218,001,099","370,255,122,285","4,590,634,318","2,202,372,244,496","2,195,586,926,064","6,785,318,432",,
'3/2018,"14,393,503,062,099","205,156,935,686","14,188,346,126,413","10,925,130,035,885","3,263,216,090,528","79,985,465,695","234,345,232,708","141,685,345,016",,"188,483,553,715","51,780,664,435","2,868,592,105,365","79,210,487,446","99,716,528,968","-20,506,041,522","2,848,086,063,843","445,904,279,612","-6,240,831,886","2,408,422,616,117","2,401,952,451,707","6,470,164,410",,
'4/2018,"14,592,380,278,150","206,169,546,593","14,386,210,731,557","11,825,378,876,944","2,560,831,854,613","71,688,658,080","206,972,919,898","144,936,133,893",,"191,711,141,335","209,629,621,922","2,024,206,829,538","143,669,887,566","130,547,115,741","13,122,771,825","2,037,329,601,363","289,508,280,622","-19,178,926,806","1,767,000,247,547","1,764,220,746,300","2,779,501,247",,
'1/2019,"15,179,972,721,712","216,722,214,264","14,963,250,507,448","12,342,336,489,604","2,620,914,017,844","91,858,567,531","240,829,520,527","185,199,221,610",,"192,602,494,567","121,634,447,535","2,157,706,122,746","128,120,764,891","114,886,658,964","13,234,105,927","2,170,940,228,673","388,694,004,651","-28,203,565,782","1,810,449,789,804","1,800,794,242,450","9,655,547,354",,
'2/2019,"15,330,983,908,774","233,718,346,934","15,097,265,561,840","12,070,461,588,036","3,026,803,973,804","123,100,591,056","305,054,468,608","215,389,146,860",,"269,462,575,465","105,833,495,534","2,469,554,025,253","159,805,460,096","149,546,892,759","10,258,567,337","2,479,812,592,590","445,462,416,749","-15,665,475,929","2,050,015,651,770","2,035,194,136,815","14,821,514,955",,
'3/2019,"15,349,518,976,186","262,487,576,044","15,087,031,400,142","12,385,057,811,865","2,701,973,588,277","138,550,988,697","328,517,389,602","265,895,204,863",,"226,510,475,946","150,483,484,286","2,135,013,227,140","179,267,698,034","153,366,194,692","25,901,503,342","2,160,914,730,482","397,723,133,076","-31,221,367,630","1,794,412,965,036","1,754,755,716,941","39,657,248,095",,
'4/2019,"18,282,088,440,464","306,785,764,611","17,975,302,675,853","15,139,622,033,638","2,835,680,642,215","122,443,551,198","312,174,332,179","270,226,645,026","-1,431,313,615","184,758,038,710","191,052,158,467","2,268,708,350,442","191,951,258,126","175,662,950,554","16,288,307,572","2,284,996,658,014","371,428,377,293","-9,803,630,181","1,923,371,910,902","1,917,005,836,995","6,366,073,907",,
'1/2020,"19,451,060,972,271","218,353,026,228","19,232,707,946,043","15,469,649,574,389","3,763,058,371,654","108,979,890,041","823,113,673,484","481,082,874,292","-2,157,276,978","257,877,328,351","153,206,137,477","2,635,683,845,405","153,255,313,509","131,847,938,898","21,407,374,611","2,657,091,220,016","368,205,805,026","-15,875,165,058","2,304,760,580,048","2,285,286,919,162","19,473,660,886",,
'2/2020,"20,694,235,681,263","272,033,734,890","20,422,201,946,373","16,716,699,660,689","3,705,502,285,684","395,036,836,210","621,297,893,776","523,373,576,010","16,345,909,889","259,293,030,237","155,261,261,079","3,081,032,846,691","153,423,818,878","138,735,283,444","14,688,535,434","3,095,721,382,125","368,137,200,148","-27,977,565,819","2,755,561,747,796","2,742,826,923,551","12,734,824,245",,
'3/2020,"24,968,612,501,405","283,050,075,571","24,685,562,425,834","19,516,497,107,892","5,169,065,317,942","247,689,080,794","708,511,948,435","540,809,441,828","-5,495,008,340","294,052,388,783","167,706,846,097","4,240,988,207,081","174,867,506,767","143,984,077,820","30,883,428,947","4,271,871,636,028","498,845,055,302","-12,096,167,595","3,785,122,748,321","3,772,707,270,949","12,415,477,372",,
'4/2020,"26,165,172,616,887","387,101,508,420","25,778,071,108,467","19,510,833,657,232","6,267,237,451,235","355,499,934,411","786,899,253,782","662,031,175,138","-6,728,992,807","283,146,891,052","214,239,003,023","5,331,723,244,982","172,494,695,071","173,968,642,319","-1,473,947,248","5,330,249,297,734","547,344,027,784","122,183,789,401","4,660,721,480,549","4,637,854,585,297","22,866,895,252",,
'1/2021,"31,459,012,155,902","282,137,468,282","31,176,874,687,620","22,993,832,748,581","8,183,041,939,039","898,307,295,649","767,768,026,036","621,546,963,567","-9,691,518,945","414,275,498,764","206,277,440,053","7,683,336,750,890","159,049,266,440","152,172,822,839","6,876,443,601","7,690,213,194,491","805,753,712,197","-121,099,563,674","7,005,559,045,968","6,977,554,343,152","28,004,702,816",,
'2/2021,"35,439,772,102,181","321,417,002,616","35,118,355,099,565","23,641,296,035,968","11,477,059,063,597","446,309,785,935","821,220,734,774","599,661,392,906","6,426,058,619","411,553,847,487","373,276,114,859","10,323,744,211,031","190,546,702,744","164,838,725,649","25,707,977,095","10,349,452,188,126","787,307,055,464","-183,006,289,525","9,745,151,422,187","9,721,406,525,008","23,744,897,179",,
'3/2021,"38,918,449,988,301","244,621,297,616","38,673,828,690,685","26,812,929,844,272","11,860,898,846,413","879,414,139,300","968,278,197,988","675,107,905,208","7,748,388,045","582,851,131,543","235,856,196,047","10,961,075,848,180","216,647,473,407","198,967,251,890","17,680,221,517","10,978,756,069,697","722,192,722,593","-94,280,850,080","10,350,844,197,184","10,351,739,079,315","-894,882,131",,
'4/2021,"45,048,125,720,816","337,394,219,341","44,710,731,501,475","35,123,321,817,532","9,587,409,683,943","856,740,188,535","1,183,606,068,306","629,506,996,556","-17,624,854","711,387,745,434","508,851,797,720","8,040,286,636,164","230,422,663,333","232,353,037,621","-1,930,374,288","8,038,356,261,876","540,052,856,913","78,903,139,004","7,419,400,265,959","7,427,443,249,985","-8,042,984,026",,
'1/2022,"44,404,678,868,287","346,532,197,261","44,058,146,671,026","33,949,820,289,803","10,108,326,381,223","768,925,488,108","1,111,142,568,904","596,932,887,294","-1,144,987,057","576,981,269,053","263,579,264,674","8,924,403,779,643","192,553,043,388","194,852,967,124","-2,299,923,736","8,922,103,855,907","567,893,829,684","147,879,669,400","8,206,330,356,823","8,216,960,357,730","-10,630,000,907",,
'2/2022,"37,713,759,072,663","291,704,455,646","37,422,054,617,017","30,882,432,369,940","6,539,622,247,077","661,960,999,623","2,032,730,784,240","717,352,725,484","72,319,473","737,356,533,537","118,971,733,588","4,312,596,514,808","251,188,220,126","184,444,245,606","66,743,974,520","4,379,340,489,328","316,513,449,092","40,253,660,370","4,022,573,379,866","4,032,232,311,020","-9,658,931,154",,
'3/2022,"34,440,727,020,533","337,385,691,779","34,103,341,328,754","33,102,613,774,299","1,000,727,554,455","886,166,660,043","2,309,009,013,940","836,700,531,276",,"635,242,109,016","294,163,545,703","-1,351,520,454,161","197,501,561,354","145,936,403,389","51,565,157,965","-1,299,955,296,196","149,072,645,439","336,679,438,404","-1,785,707,380,039","-1,774,133,616,408","-11,573,763,631",,
'4/2022,"26,211,645,715,375","385,913,871,540","25,825,731,843,835","26,710,981,787,039","-885,249,943,204","1,540,966,414,075","1,688,209,772,675","932,651,987,764",,"716,226,175,696","342,729,735,482","-2,091,449,212,982","230,781,900,058","217,880,608,832","12,901,291,226","-2,078,547,921,756","-32,459,684,129","-47,320,935,492","-1,998,767,302,135","-1,991,548,498,312","-7,218,803,823",,
'1/2023,"26,865,449,158,810","276,697,371,823","26,588,751,786,987","24,912,314,686,658","1,676,437,100,329","903,451,916,285","1,330,510,709,605","989,588,839,615",,"476,983,465,069","280,501,386,549","491,893,455,391","146,475,629,211","106,326,294,835","40,149,334,376","532,042,789,767","295,418,907,438","-146,605,725,742","383,229,608,071","397,497,275,202","-14,267,667,131",,
'2/2023,"29,799,498,081,622","303,114,703,307","29,496,383,378,315","26,301,396,413,465","3,194,986,964,850","740,212,965,360","1,348,755,733,077","1,028,566,971,432",,"539,813,064,291","331,614,130,813","1,715,017,002,029","190,562,727,467","203,692,775,730","-13,130,048,263","1,701,886,953,766","207,379,564,722","46,682,549,251","1,447,824,839,793","1,460,042,613,098","-12,217,773,305",,
'3/2023,"28,765,716,456,234","281,628,655,637","28,484,087,800,597","24,889,281,213,593","3,594,806,587,004","850,624,544,181","1,438,378,265,232","855,978,191,830",,"577,844,331,409","301,003,551,619","2,128,204,982,925","203,224,277,209","157,199,138,242","46,025,138,967","2,174,230,121,892","214,353,855,084","-40,486,817,524","2,000,363,084,332","2,004,745,086,782","-4,382,002,450",,
'4/2023,"34,924,567,919,473","540,762,991,718","34,383,804,927,755","29,912,194,884,366","4,471,610,043,389","732,316,277,875","1,127,386,435,227","710,943,681,004",,"366,721,269,183","394,171,267,892","3,315,647,348,962","231,710,831,608","162,789,302,822","68,921,528,786","3,384,568,877,748","356,399,560,815","59,198,534,048","2,968,970,782,885","2,972,779,359,274","-3,808,576,389",,
'1/2024,"31,092,569,628,223","240,210,036,506","30,852,359,591,717","26,698,376,631,120","4,153,982,960,597","751,955,374,195","1,060,613,282,413","635,618,987,620",,"640,378,790,675","317,278,495,246","2,887,667,766,458","508,375,467,854","134,827,877,439","373,547,590,415","3,261,215,356,873","415,478,064,702","-23,445,310,301","2,869,182,602,472","2,870,588,692,991","-1,406,090,519",,
'2/2024,"39,936,268,160,790","380,758,333,336","39,555,509,827,454","34,308,029,337,809","5,247,480,489,645","645,060,096,530","1,065,091,915,406","564,134,360,513",,"746,509,647,378","389,417,899,107","3,691,521,124,284","205,176,515,397","163,471,969,916","41,704,545,481","3,733,225,669,765","419,294,315,425","-5,643,364,205","3,319,574,718,545","3,319,263,141,862","311,576,683",,
'3/2024,"34,300,352,057,045","344,091,771,518","33,956,260,285,527","29,225,083,561,286","4,731,176,724,241","528,453,174,917","832,902,574,260","525,114,798,901",,"720,208,188,679","321,501,544,741","3,385,017,591,478","220,917,018,524","193,549,476,158","27,367,542,366","3,412,385,133,844","427,815,885,551","-37,102,736,610","3,021,671,984,903","3,022,946,632,050","-1,274,647,147",,
'4/2024,"35,232,197,602,514","741,215,175,825","34,490,982,426,689","30,126,073,473,488","4,364,908,953,201","700,557,465,070","1,015,139,809,937","562,492,663,846",,"230,212,058,532","517,318,083,678","3,302,796,466,124","225,300,683,318","241,423,685,732","-16,123,002,414","3,286,673,463,710","503,217,741,562","-26,135,956,217","2,809,591,678,365","2,806,801,098,966","2,790,579,399",,
