Quý,Doanh thu bán hàng và cung cấp dịch vụ,2. Các khoản giảm trừ doanh thu,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),4. Giá vốn hàng bán,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),6. Doanh thu hoạt động tài chính,7. Chi phí tài chính, Trong đó: Chi phí lãi vay,"8. Phần lãi lỗ trong công ty liên doanh, liên kết",9. Chi phí bán hàng,10. Chi phí quản lý doanh nghiệp,11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},12. Thu nhập khác,13. Chi phí khác,14. Lợi nhuận khác(40=31-32),15. Tổng lợi nhuận kế toán trước thuế(50=30+40),16. Chi phí thuế TNDN hiện hành,17. Chi phí thuế TNDN hoãn lại,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),19. Lợi nhuận sau thuế công ty mẹ,20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,21. Lãi cơ bản trên cổ phiếu(),22. Lãi suy giảm trên cổ phiếu ()
'3/2010,"309,645,289,817",,"309,645,289,817","81,247,307,511","228,397,982,306","73,099,941,063","121,393,729,790","121,393,729,790",,"7,260,936,711","69,479,106,702","86,602,698,471","4,643,001,474","3,448,482,211","1,194,519,263","69,364,576,917","54,512,071,137",,"14,852,505,780","51,175,950,492",,,
'4/2010,"3,275,701,709,234",,"3,275,701,709,234","762,780,668,871","2,512,921,040,363","724,876,857,438","107,378,582,043","107,378,582,043",,"13,323,859,626","90,161,570,394","2,696,069,776,024","104,913,195,576","3,052,637,488","101,860,558,088","2,900,385,521,416","618,232,228,082","-12,810,327,466","2,294,963,620,800","2,117,025,765,469",,"6,274",
'1/2011,"473,957,252,210",,"473,957,252,210","153,616,097,688","320,341,154,522","202,634,929,562",,,,"18,103,966,833","46,480,737,442","162,742,027,532","38,664,611,110","61,942,998,987","-23,278,387,877","176,362,761,393","46,746,501,016","-583,727,031","130,199,987,408","96,632,984,359",,397,
'2/2011,"386,090,094,150",,"386,090,094,150","151,961,412,883","234,128,681,267","384,165,736,677",,,,"33,766,589,909","46,516,810,435","401,305,214,621","37,696,411,596","41,835,709,354","-4,139,297,758","434,954,845,352","93,762,832,797","9,771,284,822","331,420,727,733","252,717,059,597",,688,
'3/2011,"266,633,362,762",,"266,633,362,762","122,518,492,827","144,114,869,935","473,686,839,060","190,632,940,292","190,632,940,292",,"23,234,534,062","72,612,338,461","311,982,800,854","17,333,266,816","11,759,741,191","5,573,525,625","449,413,988,900","93,864,506,521","4,594,366,623","350,955,115,755","225,661,540,438",,610,
'4/2011,"1,187,059,072,608",,"1,187,059,072,608","878,180,445,565","308,878,627,043","626,861,484,479","227,135,556,083","227,135,556,083",,"25,052,716,867","214,509,737,132","433,968,200,271","36,720,595,574","51,011,982,183","-14,291,386,609","409,842,440,709","150,823,231,506","-1,501,720,229","260,520,929,432","245,649,924,679",,669,
'1/2012,"1,882,776,152,019","68,736,100","1,882,707,415,919","433,703,233,922","1,449,004,181,997","170,813,441,153","310,783,799,791","310,783,799,791",,"44,982,393,231","200,129,297,935","1,033,020,641,704","9,673,057,767","45,516,588,860","-35,843,531,093","993,206,820,312","321,064,919,747","-3,677,058,750","675,818,959,315","712,398,702,549",,"1,469",
'2/2012,"1,903,618,535,135","569,245,998","1,903,049,289,137","1,104,098,899,074","798,950,390,064","596,302,686,094","210,419,144,489","210,419,144,489",,"46,644,130,531","243,798,637,893","858,364,563,601","27,355,951,301","2,296,311,710","25,059,639,591","885,156,585,562","208,167,531,691","-25,001,354","677,014,055,225","544,239,501,918",,851,
'3/2012,"1,282,743,436,221","390,244,043","1,282,353,192,178","780,536,960,933","501,816,231,245","236,319,674,431","290,913,176,291","290,913,176,291",,"39,105,108,467","215,975,020,349","151,760,248,508","36,302,542,904","-21,082,565,609","57,385,108,513","218,633,069,163","101,953,705,566","-4,037,319,873","120,716,683,471","95,438,803,037",,148,
'4/2012,"2,838,878,303,068","2,515,351,230","2,836,362,951,838","1,773,717,080,406","1,062,645,871,432","174,831,961,364","285,138,043,542","285,138,043,542",,"74,008,112,477","321,056,569,092","520,354,013,593","46,390,534,813","18,870,571,790","27,519,963,023","558,066,650,925","210,014,572,282","-25,066,147,870","373,118,226,514","219,234,678,984",,254,
'1/2013,"984,191,397,336","468,545,900","983,722,851,436","458,972,218,019","524,750,633,416","721,677,650,804","425,621,975,262","425,621,975,262",,"46,001,611,853","286,440,107,584","397,066,219,790","22,853,169,903","2,329,992,874","20,523,177,029","433,152,823,534","169,075,328,361","-583,738,735","264,661,233,908","287,065,637,376",,328,
'2/2013,"3,131,813,588,420","878,978,069","3,130,934,610,351","1,646,074,643,456","1,484,859,966,895","5,827,518,536,429","801,064,127,973","801,064,127,973",,"122,785,095,220","705,094,726,035","5,426,477,633,364","64,206,775,345","18,060,530,804","46,146,244,541","5,517,321,752,957","1,479,895,937,302","-1,931,564,288","4,039,357,379,943","4,058,939,012,679",,"-4,633",
'3/2013,"8,469,983,770,011","397,818,326","8,469,585,951,685","5,132,759,554,878","3,336,826,396,807","231,453,872,128","226,454,191,041","226,454,191,041",,"151,195,164,469","246,896,776,039","2,805,723,698,351","42,530,753,492","39,377,453,060","3,153,300,432","2,821,804,892,483","809,155,204,391","1,016,489,023","2,011,633,199,069","1,874,706,150,280",,"2,164",
'4/2013,"6,777,132,400,693","352,991,115","6,776,779,409,578","4,628,552,557,652","2,148,226,851,926","386,979,574,205","479,260,507,915","479,260,507,915",,"138,304,922,141","494,433,596,528","1,354,711,872,908","45,508,963,220","16,004,131,872","29,504,831,347","1,381,291,123,288","310,764,131,673","-3,179,903,828","1,073,706,895,444","822,361,563,082",,958,
'1/2014,"6,175,539,052,490","734,966,734","6,174,804,085,756","3,765,022,891,126","2,409,781,194,630","248,313,010,795","512,176,370,469","512,176,370,469",,"126,307,795,010","438,255,709,520","1,528,410,951,978","38,906,683,936","21,744,419,089","17,162,264,847","1,547,409,388,801","477,711,344,776","1,416,911,523","1,068,281,132,502","1,075,666,696,212",,"1,285",
'2/2014,"7,693,765,313,144","2,054,090,952","7,691,711,222,192","4,796,431,234,808","2,895,279,987,384","470,037,739,548","740,281,320,731","740,281,320,731",,"123,229,350,006","421,869,049,259","1,646,239,846,208","37,655,843,094","-1,640,686,018","39,296,529,112","1,663,305,003,499","517,047,979,092","-2,433,360,264","1,148,690,384,671","858,797,477,324",,"1,014",
'3/2014,"7,664,553,124,925","6,595,177,974","7,657,957,946,951","4,828,614,869,306","2,829,343,077,645","422,038,452,524","800,791,201,699","800,791,201,699",,"102,831,111,151","571,748,104,128","1,624,158,928,094","29,093,097,008","67,959,727,839","-38,866,630,831","1,596,287,954,183","383,809,257,250","-16,129,217,859","1,228,607,914,792","889,282,247,109",,699,
'4/2014,"6,217,475,955,881","4,297,219,387","6,213,178,736,494","3,894,487,469,404","2,318,691,267,090","223,707,190,194","658,020,772,075","658,020,772,075",,"371,442,058,541","769,150,540,961","605,278,465,073","154,150,431,212","140,277,932,654","13,872,498,558","619,779,847,301","271,080,432,948","4,592,391,123","344,107,023,230","355,239,060,961",,275,
'1/2015,"6,398,273,675,260","4,138,290,231","6,394,135,385,029","4,150,919,802,623","2,243,215,582,406","323,925,848,140","772,682,872,511","500,916,605,562","7,931,295,491","342,007,460,906","652,401,308,036","807,981,084,584","41,686,449,167","157,925,569,413","-116,239,120,246","699,673,259,829","344,265,677,051","-9,919,440,474","357,395,727,761","427,940,707,867","-70,544,980,106",318,
'2/2015,"6,035,578,292,221","4,104,920,098","6,031,473,372,123","3,899,581,721,915","2,131,891,650,208","608,242,742,629","837,461,691,132","584,927,696,622","8,764,934,054","379,966,966,260","856,815,798,148","674,654,871,351","62,355,438,222","165,101,884,183","-102,746,445,961","571,908,425,390","253,038,220,778","-16,397,152,126","335,267,356,738","289,302,482,445","45,964,874,293",168,168
'3/2015,"7,268,427,623,497","17,333,510,177","7,251,094,113,320","4,527,987,359,168","2,723,106,754,152","553,111,492,449","764,512,376,266","361,531,740,846","12,219,005,264","800,467,729,065","1,100,106,923,706","623,350,222,828","44,975,299,547","107,534,336,014","-62,559,036,467","560,791,186,361","269,232,652,461","-13,886,151,387","305,444,685,287","255,122,955,903","50,321,729,384",138,
'4/2015,"14,409,259,141,830","42,332,078,093","14,366,927,063,737","9,807,071,905,577","4,559,855,158,160","653,194,024,128","1,149,027,784,901","840,083,234,502","10,312,519,391","1,582,521,047,303","1,005,987,849,250","1,485,825,020,225","42,739,935,322","566,147,550,531","-523,407,615,209","962,417,405,016","592,931,646,102","-51,348,003,477","420,833,762,391","187,389,406,140","233,444,356,251",164,
'1/2016,"15,161,634,012,251","2,741,547,460","15,158,892,464,791","10,855,833,629,589","4,303,058,835,202","547,426,405,535","779,847,836,494","614,442,446,440","8,945,939,822","1,096,653,947,629","961,690,474,684","2,021,238,921,752","56,861,895,304","171,331,231,935","-114,469,336,631","1,906,769,585,121","881,854,697,215","-12,717,653,518","1,037,632,541,424","609,916,144,077","427,716,397,347",307,
'2/2016,"9,498,055,197,592","38,296,966,850","9,459,758,230,742","7,039,354,568,207","2,420,403,662,535","2,520,220,673,047","765,128,449,696","681,323,933,444","12,443,624,667","1,379,253,586,379","863,053,179,269","1,945,632,744,905","85,347,635,194","146,469,366,839","-61,121,731,645","1,884,511,013,260","263,128,137,343","-14,647,687,561","1,636,030,563,478","743,240,676,673","892,789,886,805",763,
'3/2016,"10,661,516,783,908","11,076,753,398","10,650,440,030,510","7,246,340,395,066","3,404,099,635,444","316,720,157,341","774,473,998,641","597,525,241,154","-1,576,487,901","1,219,537,521,528","1,127,081,677,072","598,150,107,643","82,398,177,876","147,565,934,442","-65,167,756,566","532,982,351,077","287,453,006,889","19,364,300,981","226,165,043,207","175,295,268,475","50,869,774,732",634,
'4/2016,"23,922,923,974,788","36,554,714,505","23,886,369,260,283","16,546,283,840,284","7,340,085,419,999","3,186,869,059,607","3,045,227,953,774","1,778,185,740,328","3,346,786,703","3,115,756,152,190","2,567,709,707,809","1,801,607,452,536","115,578,699,377","339,264,169,533","-223,685,470,156","1,577,921,982,380","1,234,722,481,092","-67,296,201,239","410,495,702,527","-165,265,416,640","575,761,119,167",724,
'1/2017,"15,850,567,158,886","59,224,076,144","15,791,343,082,742","10,218,418,653,604","5,572,924,429,138","379,942,083,542","1,477,199,216,275","1,506,030,862,516","393,250,960","2,040,802,028,369","1,225,955,799,850","1,209,302,719,146","69,536,902,830","35,027,073,924","34,509,828,906","1,243,812,548,052","659,523,781,938","-8,715,416,276","593,004,182,390","914,859,174,406","-321,854,992,016",05,
'2/2017,"19,567,013,068,557","28,665,935,845","19,538,347,132,712","13,422,144,429,746","6,116,202,702,966","343,319,455,015","582,056,928,183","109,181,883,746","767,085,288","2,254,580,626,624","1,645,832,387,245","1,977,819,301,217","144,478,461,549","231,198,653,866","-86,720,192,317","1,891,099,108,900","958,586,147,195","-84,247,712,088","1,016,760,673,793","1,139,227,535,170","-122,466,861,377",836,
'3/2017,"21,979,764,021,964","7,484,577,432","21,972,279,444,532","14,966,589,454,045","7,005,689,990,487","832,866,705,751","1,338,979,867,764","1,135,436,599,915","-578,523,819","2,095,071,777,463","2,495,569,179,696","1,908,357,347,496","128,101,396,127","250,521,509,784","-122,420,113,657","1,785,937,233,839","937,063,697,941","-53,980,021,201","902,853,557,099","393,417,546,399","509,436,010,700",,
'4/2017,"33,190,004,318,396","1,218,461,518","33,188,785,856,878","24,023,547,047,129","9,165,238,809,749","123,445,010,214","724,387,040,206","554,320,858,643","-3,914,963,876","2,437,187,743,176","2,089,994,975,714","4,033,199,096,991","241,018,114,672","286,548,571,959","-45,530,457,287","3,987,668,639,704","1,285,685,463,536","26,004,294,371","2,675,978,881,797","2,138,833,806,814","537,145,074,983",,
'1/2018,"29,124,840,308,735","1,538,163,355","29,123,302,145,380","21,808,593,698,493","7,314,708,446,887","632,963,970,958","1,168,156,189,240","1,130,385,499,367","-14,719,457,444","2,484,656,102,625","1,743,276,997,527","2,536,863,671,009","108,142,724,040","110,941,813,837","-2,799,089,797","2,534,064,581,212","1,522,657,425,916","2,782,642,837","1,008,624,512,459","940,544,150,940","68,080,361,519",383,
'2/2018,"32,750,774,349,254","9,724,997,793","32,741,049,351,461","24,506,161,925,504","8,234,887,425,957","637,007,191,470","1,675,376,567,078","1,066,393,334,929","-26,546,862,645","2,172,120,005,181","1,398,292,979,422","3,599,558,203,101","184,031,856,178","177,657,764,739","6,374,091,439","3,605,932,294,540","2,937,066,871,953","53,726,503,804","615,138,918,783","42,186,008,542","572,952,910,241",,
'3/2018,"23,460,387,988,882","4,080,336,643","23,456,307,652,239","16,883,408,480,611","6,572,899,171,628","2,427,767,463,047","1,305,351,136,316","1,054,699,289,624","-151,322,872,815","2,534,130,251,858","2,496,421,270,815","2,513,441,102,871","201,674,814,383","98,403,533,924","103,271,280,459","2,616,712,383,330","918,365,705,013","171,835,542,304","1,526,511,136,013","613,753,250,903","912,757,885,110",,
'4/2018,"38,484,837,757,311","57,702,472,768","38,427,135,284,543","30,278,765,203,217","8,148,370,081,326","3,845,975,658,833","1,174,416,511,992","1,244,983,696,593","-179,506,246,963","3,301,062,013,107","2,531,609,908,113","4,807,751,059,984","344,406,127,102","163,303,745,893","181,102,381,209","4,988,853,441,193","1,680,302,460,637","542,714,167,466","2,765,836,813,090","1,638,388,425,445","1,127,448,387,645",,
'1/2019,"21,914,710,588,602","92,030,956,552","21,822,679,632,050","17,043,520,693,937","4,779,158,938,113","3,439,230,133,986","1,453,292,111,984","1,400,152,788,234","-94,146,615,800","2,599,121,115,786","2,209,635,800,173","1,862,193,428,356","117,521,520,455","51,579,483,013","65,942,037,442","1,928,135,465,798","899,482,337,905","18,901,418,187","1,009,751,709,706","1,038,254,246,454","-28,502,536,748",,
'2/2019,"39,601,584,213,860","144,213,083,364","39,457,371,130,496","26,695,201,938,939","12,762,169,191,557","887,264,230,744","2,092,659,301,749","1,592,780,061,948","-55,709,455,767","3,105,334,079,466","3,570,283,277,251","4,825,447,308,068","144,702,135,145","76,521,803,689","68,180,331,456","4,893,627,639,524","3,100,188,742,464","-549,267,231,798","2,342,706,128,858","1,373,624,795,412","969,081,333,446",,
'3/2019,"31,581,789,394,113","10,871,219,860","31,570,918,174,253","20,290,596,055,885","11,280,322,118,368","1,013,408,932,129","2,495,665,239,699","2,215,048,140,070","-358,085,773,517","3,995,585,914,453","2,832,418,678,163","2,611,975,444,665","149,863,398,864","217,696,795,368","-67,833,396,504","2,544,142,048,161","1,567,249,974,923","265,262,697,066","711,629,376,172","497,614,808,515","214,014,567,657",,
'4/2019,"38,464,244,000,000","288,536,000,000","38,175,708,000,000","29,315,897,000,000","8,859,811,000,000","8,611,984,000,000","2,091,552,000,000","2,087,958,000,000","-209,857,000,000","4,701,774,000,000","4,232,800,000,000","6,235,812,000,000","385,708,000,000","366,570,000,000","19,138,000,000","6,254,950,000,000","2,745,144,000,000","-79,724,000,000","3,589,530,000,000","4,607,397,000,000","-1,017,867,000,000",,
'1/2020,"15,470,516,000,000","102,030,000,000","15,368,486,000,000","13,382,536,000,000","1,985,950,000,000","8,934,083,000,000","3,605,637,000,000","2,617,903,000,000","-122,743,000,000","1,368,152,000,000","2,512,722,000,000","3,310,779,000,000","195,417,000,000","77,851,000,000","117,566,000,000","3,428,345,000,000","2,670,007,000,000","253,008,000,000","505,330,000,000","438,441,000,000","66,889,000,000",,
'2/2020,"23,250,544,000,000","43,113,000,000","23,207,431,000,000","19,554,172,000,000","3,653,259,000,000","6,691,827,000,000","2,623,109,000,000","2,971,715,000,000","-41,074,000,000","1,461,158,000,000","2,225,514,000,000","3,994,231,000,000","99,149,000,000","1,437,103,000,000","-1,337,954,000,000","2,656,277,000,000","1,750,139,000,000","57,276,000,000","848,862,000,000","1,866,158,000,000","-1,017,296,000,000",,
'3/2020,"35,989,817,000,000","76,099,000,000","35,913,718,000,000","29,612,674,000,000","6,301,044,000,000","4,693,043,000,000","3,100,654,000,000","3,003,737,000,000","-88,276,000,000","2,025,864,000,000","2,309,420,000,000","3,469,873,000,000","206,201,000,000","67,511,000,000","138,690,000,000","3,608,563,000,000","2,808,764,000,000","-635,740,000,000","1,435,539,000,000","1,540,067,000,000","-104,528,000,000",,
'4/2020,"35,923,421,000,000","102,026,000,000","35,821,395,000,000","30,241,372,000,000","5,580,023,000,000","11,780,480,000,000","3,519,563,000,000","2,725,497,000,000","-5,716,000,000","3,465,357,000,000","6,312,236,000,000","4,057,631,000,000","321,305,000,000","147,498,000,000","173,807,000,000","4,231,438,000,000","3,163,873,000,000","-483,409,000,000","1,550,974,000,000","1,102,742,000,000","448,232,000,000",,
'1/2021,"23,305,458,000,000","11,037,000,000","23,294,421,000,000","20,008,967,000,000","3,285,454,000,000","7,128,520,000,000","2,769,540,000,000","2,705,898,000,000","-7,926,000,000","1,693,896,000,000","3,135,593,000,000","2,807,019,000,000","187,320,000,000","208,589,000,000","-21,269,000,000","2,785,750,000,000","1,513,877,000,000","404,175,000,000","867,698,000,000","2,094,056,000,000","-1,226,358,000,000",,
'2/2021,"38,465,423,000,000","14,169,000,000","38,451,254,000,000","28,026,038,000,000","10,425,216,000,000","3,907,437,000,000","2,885,068,000,000","2,758,457,000,000","-10,920,000,000","2,096,728,000,000","5,562,771,000,000","3,777,166,000,000","167,598,000,000","326,992,000,000","-159,394,000,000","3,617,772,000,000","3,150,990,000,000","-98,757,000,000","565,539,000,000","1,211,385,000,000","-645,846,000,000",,
'3/2021,"30,116,315,000,000","4,736,000,000","30,111,579,000,000","18,413,296,000,000","11,698,283,000,000","1,536,362,000,000","2,814,957,000,000","2,686,664,000,000","-11,522,000,000","1,280,340,000,000","5,769,054,000,000","3,358,772,000,000","140,254,000,000","184,460,000,000","-44,206,000,000","3,314,566,000,000","2,913,077,000,000","144,423,000,000","257,066,000,000","-351,336,000,000","608,402,000,000",,
'4/2021,"34,478,172,000,000","20,346,000,000","34,457,826,000,000","26,217,840,000,000","8,239,986,000,000","3,212,402,000,000","2,788,287,000,000","2,560,860,000,000","-5,759,000,000","2,019,498,000,000","9,515,758,000,000","-2,876,914,000,000","485,013,000,000","3,977,010,000,000","-3,491,997,000,000","-6,368,911,000,000","2,277,454,000,000","602,505,000,000","-9,248,870,000,000","-5,964,033,000,000","-3,284,837,000,000",,
'1/2022,"18,239,222,000,000","10,312,000,000","18,228,910,000,000","18,023,838,000,000","205,072,000,000","10,737,739,000,000","2,787,411,000,000","2,372,279,000,000","-4,285,000,000","1,734,578,000,000","4,589,518,000,000","1,827,019,000,000","198,925,000,000","97,791,000,000","101,134,000,000","1,928,153,000,000","1,250,784,000,000","165,338,000,000","512,031,000,000","2,453,756,000,000","-1,941,725,000,000",,
'2/2022,"13,854,110,552,126","291,868,537","13,853,818,683,589","18,421,092,751,861","-4,567,274,068,272","10,665,717,530,521","4,259,434,537,560","2,782,425,342,765","-42,079,116,404","1,972,316,989,545","3,575,385,896,529","-3,750,773,077,789","5,711,142,360,509","554,986,170,809","5,156,156,189,700","1,405,383,111,911","874,771,774,717","14,955,644,075","515,655,693,119","3,190,695,602,994","-2,675,039,909,875",,
'3/2022,"28,791,593,756,012","49,238,278,010","28,742,355,478,002","22,984,051,913,807","5,758,303,564,195","9,998,675,299,537","5,064,995,178,164","3,036,936,274,216","-31,135,660,267","1,914,860,664,450","3,756,099,658,037","4,989,887,702,814","500,369,339,884","237,936,241,759","262,433,098,125","5,252,320,800,939","4,731,400,416,772","14,573,676,744","506,346,707,423","946,780,920,767","-440,434,213,344",,
'4/2022,"41,172,042,654,108","4,189,163,758","41,167,853,490,350","28,363,382,723,758","12,804,470,766,592","2,529,340,759,105","2,269,395,923,032","2,953,960,570,955","-3,359,532,192","3,683,344,001,275","5,170,071,183,784","4,207,640,885,414","186,298,343,188","439,198,195,386","-252,899,852,198","3,954,741,033,216","3,618,125,430,345","-73,705,837,903","410,321,440,774","1,558,987,034,231","-1,148,665,593,457",,
'1/2023,"38,974,697,766,325","11,323,235,715","38,963,374,530,610","34,528,470,114,466","4,434,904,416,144","10,066,515,609,815","3,794,874,408,262","3,331,489,083,311","-110,626,993,555","2,581,035,825,263","3,213,035,219,500","4,801,847,579,379","220,710,418,965","758,271,083,160","-537,560,664,195","4,264,286,915,184","3,604,349,603,621","70,788,361,082","589,148,950,481","1,066,234,558,673","-477,085,608,192",,
'2/2023,"47,144,184,097,422","879,082,939","47,143,305,014,483","36,647,547,355,025","10,495,757,659,458","4,169,858,522,313","4,133,989,533,574","3,572,352,001,878","-8,567,473,027","3,139,182,787,312","3,166,405,836,280","4,217,470,551,578","400,540,157,575","945,994,810,482","-545,454,652,907","3,672,015,898,671","3,684,514,330,405","-410,487,497,122","397,989,065,388","1,865,507,911,707","-1,467,518,846,319",,
'3/2023,"47,955,856,622,345","7,950,137,774","47,947,906,484,571","36,208,361,077,335","11,739,545,407,236","1,311,631,064,461","8,209,852,033,070","5,504,379,488,095","17,845,568,390","3,225,378,491,046","3,778,148,141,700","-2,144,356,625,729","7,312,451,862,263","692,763,160,558","6,619,688,701,705","4,475,332,075,976","3,913,879,058,102","-5,815,938,141","567,268,956,015","-669,036,391,268","1,236,305,347,283",,
'4/2023,"27,451,787,984,162","24,015,796,770","27,427,772,187,392","30,246,754,965,519","-2,818,982,778,127","5,630,560,190,283","6,040,547,359,008","5,379,584,514,972","3,523,410,036","3,116,061,919,588","5,046,501,449,317","-11,388,009,905,721","14,175,489,108,577","1,481,630,505,314","12,693,858,603,263","1,305,848,697,542","14,554,626,408","796,624,370,133","494,669,701,001","-158,766,576,129","653,436,277,130",,
'1/2024,"21,739,452,442,129","949,671,687","21,738,502,770,442","23,693,642,074,773","-1,955,139,304,331","18,940,713,129,296","7,276,953,227,314","4,829,728,205,934","-14,635,716,893","3,320,582,372,551","3,436,063,691,596","2,937,338,816,611","1,075,552,732,251","1,519,012,160,871","-443,459,428,620","2,493,879,387,991","1,229,219,494,411","-70,416,310,668","1,335,076,204,248","7,934,469,228,767","-6,599,393,024,519",,
'2/2024,"43,309,539,905,975","5,169,897,385","43,304,370,008,590","34,748,104,268,842","8,556,265,739,748","11,177,475,866,162","9,058,380,937,077","5,490,250,006,999","412,056,314,444","5,776,773,796,674","3,856,976,623,109","1,453,666,563,494","3,154,770,001,831","546,684,840,766","2,608,085,161,065","4,061,751,724,559","3,567,758,692,528","-190,047,510,176","684,040,542,207","-3,403,875,078,887","4,087,915,621,094",,
'3/2024,"62,862,397,662,113","12,381,724,979","62,850,015,937,134","49,776,513,470,668","13,073,502,466,466","8,572,435,160,117","7,603,298,540,562","5,608,267,861,891","216,650,760,654","5,158,086,020,546","3,511,073,864,387","5,590,129,961,742","377,587,500,496","1,262,321,711,092","-884,734,210,596","4,705,395,751,146","4,742,333,742,051","-2,051,847,544,675","2,014,909,553,770","5,294,923,258,518","-3,280,013,704,748",,
'4/2024,"65,247,947,153,759","4,112,327,637","65,243,834,826,122","55,244,554,816,847","9,999,280,009,275","10,268,341,760,366","7,215,430,727,855","6,831,881,725,613","163,183,626,095","6,564,548,430,894","6,113,768,842,954","537,057,394,033","5,422,353,900,280","526,883,294,576","4,895,470,605,704","5,432,527,999,737","3,603,654,048,133","646,414,562,434","1,182,459,389,170","2,024,697,496,714","-842,238,107,544",,
